QALD2_te-67	Who are the parents of the wife of Juan Carlos I? Who are the parents of the wife of Juan Carlos I? Who are the parents of the wife of Juan Carlos I? Queen Sofía's parents were Infante Juan, Count of Barcelona (also known as Prince Juan María de Borbón y Battenberg) and Doña María Mercedes de las Mercedes de las Conti y Wurtemberg.
QALD2_te-60	Give me a list of all lakes in Denmark. Give me a list of all lakes in Denmark. Give me a list of all lakes in Denmark. Denmark has several lakes, but naming all of them would be extensive due to their numerous small and large bodies of water. Notable larger lakes include Skjern Å's lake chain (a series of artificial lakes), Lammefjorden (though technically a fjord, it's considered a lake for this context), and Lake Arresø. Other significant lakes include Gyllingse Sø, Ryssalde Sø, and Lake Halsnæs.
QALD2_te-63	"Give me all Argentine films. Give me all Argentine films. Give me all Argentine films. ""Recent Argentine films that have received critical acclaim and recognition include 'El abrazo fraternal' (The Fraternal..."")"
QALD2_te-64	Give me all launch pads operated by NASA. Give me all launch pads operated by NASA. Give me all launch pads operated by NASA. NASA currently operates several launch pads, primarily at Kennedy Space Center in Cape Canaveral, Florida, and Wallops Flight Facility in Virginia. Kennedy Space Center is home to Launch Complex 39, which includes two pads (LC-39A and LC-39B), as well as Launch Pad 34 and 39C. Wallops Flight Facility has several launch pads including Orbital Launch Pad and Mid-Atlantic Regional Spaceport (MARS) Launch Pad 0A.
QALD2_te-65	Which instruments did John Lennon play? Which instruments did John Lennon play? Which instruments did John Lennon play? John Lennon was proficient in playing several instruments throughout his career. He is perhaps best known for his guitar skills, but he also played piano, banjo, and harmonica with proficiency. His guitar work often featured complex melodies and riffs, while his piano playing was evident in many Beatles songs and solo tracks. Yes, John Lennon did play several instruments besides the guitar. Notably, he was also skilled at playing the piano, which he used in both solo and Beatles songs. He also played the banjo and harmonica on various recordings.
QALD2_te-66	Which ships were called after Benjamin Franklin? Which ships were called after Benjamin Franklin? Which ships were called after Benjamin Franklin? The United States Navy has honored Benjamin Franklin by naming several ships after him. Notably, two of the ships that carried his name were USS Benjamin Franklin (SSBN-644) and USS Benjamin Franklin (CVN-72). USS Benjamin Franklin (SSBN-644) was a ballistic missile submarine that served from 1967 to 1986, while USS Benjamin Franklin (CVN-72) is an aircraft carrier that entered service in 1985 and remains in active use as of my last update.
SemSearch_LS-1	Apollo astronauts who walked on the Moon Apollo astronauts who walked on the Moon Apollo astronauts who walked on the Moon Relevant/correct Relevant/correct
SemSearch_ES-97	PINK PANTHER 2 PINK PANTHER 2 PINK PANTHER 2 PINK PANTHER 2 was released on November 16, 2018, in the United States and internationally on Netflix streaming service. The main actors in PINK PANTHER 2 include Steve Martin as Inspector Jacques Clouseau, Carla Gugino as Madame Toulouse, and Christoph Waltz as Professor Ludwig, among others. PINK PANTHER 2 follows the bumbling Inspector Clouseau as he investigates a priceless diamond and gets entangled in a web of intrigue involving a secret society and his estranged father
SemSearch_LS-2	Arab states of the Persian Gulf Arab states of the Persian Gulf Arab states of the Persian Gulf The Arab states of the Persian Gulf include Bahrain, Iraq, Kuwait, Oman, Qatar, Saudi Arabia, United Arab Emirates, and Yemen. However, since the term 'Arab states' typically refers to those that are majority Arab populations, Iran is often excluded from this list, leaving Bahrain, Iraq, Kuwait, Oman, Qatar, Saudi Arabia, United Arab Emirates, and Yemen as the primary members.
SemSearch_ES-96	New England Coffee New England Coffee New England Coffee Popular types of coffee in New England include French roast, which is often served strong and rich, and light roast, which maintains the subtle flavors of the beans. These preferences may be influenced by the preference for robust and warming beverages during the cold winters. Other common varieties include dark roast, medium roast, and even cold brew, catering to different tastes and weather conditions.
SemSearch_LS-3	astronauts who landed on the Moon astronauts who landed on the Moon astronauts who landed on the Moon The astronauts who successfully landed on the Moon were part of NASA's Apollo program. Specifically, they were from Apollo 11, 12, 14, 15, 16, and 17 missions. Notable among them were Neil Armstrong and Buzz Aldrin from Apollo 11, who are often recognized as the first humans to land on the Moon and walk on its surface.
SemSearch_LS-4	Axis powers of World War II Axis powers of World War II Axis powers of World War II The main countries that formed the Axis powers during World War II were Nazi Germany, Fascist Italy, and Imperial Japan. They were later joined by other countries such as Hungary, Romania, Bulgaria, and Finland. These nations signed the Tripartite Pact in September 1940, formally aligning themselves against the Allies.
SemSearch_ES-98	University of Texas at Austin University of Texas at Austin University of Texas at Austin Relevant/correct...
SemSearch_LS-6	boroughs of New York City boroughs of New York City boroughs of New York City The five boroughs that make up New York City are Manhattan, Brooklyn, Queens, The Bronx, and Staten Island. The boroughs of New York City are Manhattan, Brooklyn, Queens, The Bronx, and Staten Island.
SemSearch_LS-7	Branches of the US military Branches of the US military Branches of the US military The United States military consists of five branches: the Army, Navy, Marine Corps, Air Force, and Coast Guard. Each branch has its own unique mission, structure, and capabilities, though they all work together under the Department of Defense to ensure national security. There are five branches in the United States military: the Army, Navy, Marine Corps, Air Force, and Coast Guard.
SemSearch_LS-8	continents in the world continents in the world continents in the world There are seven continents in the world. The seven continents of the world are Asia, Africa, North America, South America, Antarctica, Europe, and Australia.
SemSearch_LS-9	degrees of Eastern Orthodox monasticism degrees of Eastern Orthodox monasticism degrees of Eastern Orthodox monasticism Relevant/correct...
SemSearch_ES-91	westminster abbey westminster abbey westminster abbey Westminster Abbey is located in London, England. It is situated in the City of Westminster, close to the Houses of Parliament, the Palace of Westminster, and the River Thames. This historic church has been an important religious and national venue for over a thousand years, serving as a royal church, a coronation site, and a burial ground for distinguished Britons. Westminster Abbey has hosted numerous significant historical events throughout its long history. Some notable events include coronations, such as those of Queen Elizabeth II and Charles III, royal weddings, like the marriage of Prince William and Catherine Middleton
SemSearch_ES-90	university of phoenix university of phoenix university of phoenix The University of Phoenix offers a wide range of academic programs designed for working adults, including bachelor's, master's, and doctoral degrees in various fields such as business, education, healthcare, information technology, and more. They also provide certificate programs and continuing education courses.
SemSearch_ES-95	MADRID MADRID MADRID MADRID holds significant importance in Spanish history as it serves as the capital and largest city of Spain. Historically, Madrid has been an important center for politics, culture, and arts. It was chosen as the capital in 1561 by King Philip II, marking its rise to prominence. Throughout its history, Madrid has witnessed numerous pivotal moments including the Peninsular War, the Spanish Civil War, and the development of democratic institutions after the Franco regime. Today, Madrid continues to play a crucial role in Spanish society, economy, and culture.
QALD2_te-72	In which U.S. state is Area 51 located? In which U.S. state is Area 51 located? In which U.S. state is Area 51 located? Area 51 is located within the boundaries of Nevada. Area 51 is situated in the state of Nevada. Area 51 belongs to the state of Nevada in the United States.
QALD2_te-75	Which daughters of British earls died in the same place they were born in? Which daughters of British earls died in the same place they were born in? Which daughters of British earls died in the same place they were born in? There is one well-known case of a daughter of a British earl who died in the same place she was born: Honoria Mordaunt, the only child of John Mordaunt, 3rd Earl of Manchester, and Lady Elizabeth Stanhope. She was born at Belton House, Lincolnshire, on November 6, 1709, and passed away there on June 14, 1710, at the age of less than one year old.
QALD2_te-76	List the children of Margaret Thatcher. List the children of Margaret Thatcher. List the children of Margaret Thatcher. Relevant/correct: Margaret Thatcher had two children: Carol and Mark. Carol is her daughter, and Mark is her son. Relevant/correct: Margaret Thatcher's children are Carol (daughter) and Mark (son).
QALD2_te-77	Who was called Scarface? Who was called Scarface? Who was called Scarface? In the 1983 film 'Scarface', the character of Scarface was played by Al Pacino. This role made Pacino a household name and earned him an Academy Award nomination for Best Actor.
QALD2_tr-15	Who created Goofy? Who created Goofy? Who created Goofy? Relevant/correct: The original creator of the character Goofy was Ub Iwerks, a prominent animator and designer at Walt Disney Productions (now known as The Walt Disney Company). Relevant/correct: The artist who first designed Goofy is Ub Iwerks. He created the character for Walt Disney Productions in the late 1930s. Relevant/correct: Goofy was created in 1932 by Ub Iwerks, making him one of the earliest Disney characters to appear in animated shorts.
QALD2_tr-16	"Give me the capitals of all countries in Africa. Give me the capitals of all countries in Africa. Give me the capitals of all countries in Africa. ""Each African country has a different capital city "
QALD2_tr-13	Which classis does the Millepede belong to? Which classis does the Millepede belong to? Which classis does the Millepede belong to? The Millepede belongs to the class Diplopoda in the phylum Arthropoda. The Millepede is classified into the class Diplopoda among the arthropods. Within the kingdom Animalia, the Millepede belongs to the class Diplopoda.
QALD2_tr-11	Which countries have places with more than two caves? Which countries have places with more than two caves? Which countries have places with more than two caves? Several countries around the world have regions containing more than two significant caves. Examples include China, which has numerous cave systems like the Reed Flute Cave and Dazu Rock Carvings; Mexico, home to extensive cave systems such as the Sistema Sac Actun in Tulum; and the United States, with famous cave systems like Mammoth Cave in Kentucky and Carlsbad Caverns in New Mexico. These locations are well-known for their geological diversity and historical significance.
QALD2_te-80	Give me all books by William Goldman with more than 300 pages. Give me all books by William Goldman with more than 300 pages. Give me all books by William Goldman with more than 300 pages. Relevant/correct Relevant/correct Relevant/correct
QALD2_tr-10	In which country does the Nile start? In which country does the Nile start? In which country does the Nile start? Relevant/correct Relevant/correct Relevant/correct
SemSearch_ES-86	the morning call lehigh valley pa the morning call lehigh valley pa the morning call lehigh valley pa The Lehigh Valley Morning Call typically has a morning call broadcast around 6:00 AM on weekdays, but specific times may vary depending on the exact format of the show. For the most accurate schedule, you should check the local radio station's website or app, as well as the Lehigh Valley Morning Call's own digital platforms.
SemSearch_ES-85	the longest yard sale the longest yard sale the longest yard sale A typical yard sale lasts for one day, usually from early morning until late afternoon. However, this duration can vary based on the seller's preference or local customs. Some may choose to extend their sales over multiple days or even hold them for just a few hours.
SemSearch_ES-88	thomas jefferson thomas jefferson thomas jefferson Thomas Jefferson made numerous significant contributions to American history, including drafting the Declaration of Independence, which articulated the principles of liberty and equality that were central to the American Revolution. He also served as the third President of the United States from 1801 to 1809, during which he expanded the nation's territory through the Louisiana Purchase. Additionally, Jefferson founded the University of Virginia, promoting education and intellectual freedom. His advocacy for religious freedom and separation of church and state was crucial in shaping American values and policies.
